Date,Close
10/7/19,2.24
10/8/19,2.15
10/9/19,2.15
10/10/19,2.07
10/11/19,2.01
10/14/19,1.98
10/15/19,1.97
10/16/19,2.02
10/17/19,2.01
10/18/19,1.99
10/21/19,1.94
10/22/19,1.93
10/23/19,1.94
10/24/19,1.99
10/25/19,2
10/28/19,2.22
10/29/19,2.28
10/30/19,2.16
10/31/19,2.12
11/1/19,2.29
11/4/19,2.42
11/5/19,1.59
11/6/19,1.8
11/7/19,1.72
11/8/19,1.75
11/11/19,1.71
11/12/19,1.66
11/13/19,1.57
11/14/19,1.56
11/15/19,1.58
11/18/19,1.47
11/19/19,1.5
11/20/19,1.49
11/21/19,1.49
11/22/19,1.57
11/25/19,1.68
11/26/19,1.75
11/27/19,1.76
11/29/19,1.81
12/2/19,1.85
12/3/19,1.83
12/4/19,1.81
12/5/19,1.77
12/6/19,1.81
12/9/19,1.77
12/10/19,1.8
12/11/19,1.79
12/12/19,1.83
12/13/19,1.84
12/16/19,1.8
12/17/19,1.85
12/18/19,1.89
12/19/19,1.99
12/20/19,2
12/23/19,2.05
12/24/19,2.08
12/26/19,2.11
12/27/19,2.13
12/30/19,2.06
12/31/19,2.09
1/2/20,2
1/3/20,2
1/6/20,2.02
1/7/20,2.09
1/8/20,2.1
1/9/20,2.23
1/10/20,2.31
1/13/20,2.23
1/14/20,2.28
1/15/20,2.3
1/16/20,2.52
1/17/20,2.74
1/21/20,2.72
1/22/20,2.97
1/23/20,3.04
1/24/20,3.13
1/27/20,2.98
1/28/20,3.14
1/29/20,3.15
1/30/20,2.89
1/31/20,2.94
2/3/20,3.12
2/4/20,3.33
2/5/20,3.29
2/6/20,3.45
2/7/20,3.37
2/10/20,3.28
2/11/20,3.24
2/12/20,3.26
2/13/20,3.2
2/14/20,3.29
2/18/20,3.39
2/19/20,3.51
2/20/20,3.44
2/21/20,3.26
2/24/20,3.07
2/25/20,2.65
2/26/20,2.63
2/27/20,2.7
2/28/20,2.77
3/2/20,2.68
3/3/20,2.7
3/4/20,2.86
3/5/20,2.6
3/6/20,2.39
3/9/20,2.19
3/10/20,2.48
3/11/20,2.32
3/12/20,2.11
3/13/20,2.14
3/16/20,1.91
3/17/20,2.11
3/18/20,1.57
3/19/20,1.88
3/20/20,1.87
3/23/20,1.69
3/24/20,1.91
3/25/20,2.03
3/26/20,2.03
3/27/20,1.87
3/30/20,1.9
3/31/20,1.89
4/1/20,1.77
4/2/20,1.93
4/3/20,1.74
4/6/20,1.93
4/7/20,1.86
4/8/20,1.9
4/9/20,1.92
4/13/20,1.88
4/14/20,2.12
4/15/20,2.09
4/16/20,1.93
4/17/20,2.21
4/20/20,2.28
4/21/20,2
4/22/20,2.06
4/23/20,2.12
4/24/20,2.26
4/27/20,2.38
4/28/20,2.5
4/29/20,2.86
4/30/20,2.86
5/1/20,2.64
5/4/20,2.67
5/5/20,2.61
5/6/20,2.86
5/7/20,2.83
5/8/20,2.86
5/11/20,3.19
5/12/20,3.03
5/13/20,2.96
5/14/20,2.91
5/15/20,2.86
5/18/20,3.13
5/19/20,3.46
5/20/20,3.5
5/21/20,3.53
5/22/20,3.7
5/26/20,3.76
5/27/20,3.63
5/28/20,3.57
5/29/20,3.42
6/1/20,3.42
6/2/20,3.41
6/3/20,3.39
6/4/20,3.36
6/5/20,3.52
6/8/20,3.43
6/9/20,3.59
6/10/20,3.56
6/11/20,3.3
6/12/20,3.36
6/15/20,3.54
6/16/20,3.56
6/17/20,3.53
6/18/20,3.6
6/19/20,4.4
6/22/20,4.09
6/23/20,4.27
6/24/20,3.97
6/25/20,3.98
6/26/20,4.08
6/29/20,3.94
6/30/20,3.78
7/1/20,3.86
7/2/20,3.69
7/6/20,3.81
7/7/20,3.82
7/8/20,3.84
7/9/20,3.66
7/10/20,3.51
7/13/20,3.31
7/14/20,3.4
7/15/20,3.76
